StockSymbol,TradeDate,OpenPrice,HighPrice,LowPrice,ClosePrice,Volume
NFLX,2024-10-15,1842.93,483.83,1519.81,1413.74,46321
GOOGL,2024-09-19,603.14,490.68,260.61,1540.93,134071
TSLA,2024-07-13,111.76,1984.64,894.77,1070.04,468990
AAPL,2024-06-03,451.18,1467.69,1162.02,1119.57,690000
MSFT,2024-08-30,304.16,147.07,167.25,653.75,197385
NFLX,2024-06-07,1531.76,1766.21,1305.74,1182.03,792034
META,2024-08-20,1901.48,934.83,1321.62,197.66,393831
AMZN,2024-09-24,1914.63,1625.95,916.33,1050.41,419907
GOOGL,2024-08-08,1418.5,1484.96,1255.94,589.99,380133
MSFT,2024-04-21,789.37,702.17,1915.26,1085.61,155163
AAPL,2024-05-23,1215.84,1131.59,678.47,1470.69,745368
AAPL,2024-04-04,419.3,1894.41,1490.45,1217.41,846676
MSFT,2024-02-21,411.94,1803.15,1198.17,330.4,32562
NFLX,2024-09-06,779.36,350.91,725.86,1220.92,642215
MSFT,2024-05-07,1270.84,1679.37,530.33,454.88,171061
AMZN,2024-04-03,80.61,629.54,1050.37,1243.11,228636
NVDA,2024-06-15,126.98,2021.54,1469.85,497.54,173927
NFLX,2024-02-12,1230.71,2012.89,1349.8,965.08,801756
NVDA,2024-10-24,633.56,151.63,609.21,1309.8,849243
NVDA,2024-09-10,1219.68,1407.52,952.15,1674.19,704795
AAPL,2024-11-03,1203.61,1137.15,1052.35,722.36,33340
GOOGL,2024-09-22,1901.09,1695.8,777.84,364.24,421169
AMZN,2024-11-12,1991.96,772.97,201.04,1907.08,555991
MSFT,2024-07-21,1038.29,709.16,1723.45,963.06,732873
AAPL,2024-11-18,175.3,1537.14,1239.85,1286.53,553053
GOOGL,2024-08-17,407.25,956.15,887.67,1354.41,692818
NFLX,2024-11-26,998.14,726.18,717.94,1512.81,326229
NFLX,2024-07-25,464.6,670.49,1349.05,384.05,50317
NVDA,2024-03-26,240.54,1059.05,1282.61,530.79,572920
META,2024-06-13,89.59,1804.46,871.83,68.56,470106
AAPL,2024-10-11,815.26,367.53,778.21,1180.89,292173
NFLX,2024-03-05,299.35,639.72,424.38,578.21,575952
TSLA,2024-10-03,557.1,421.08,397.97,1969.17,580570
NVDA,2024-11-08,433.63,475.84,222.25,1568.61,854729
AMZN,2024-02-10,173.76,835.03,646.45,326.93,73695
AMZN,2024-11-26,1465.33,1215.45,1190.48,1596.51,412994
META,2023-12-22,1288.29,1087.69,1088.76,1183.4,43076
NFLX,2024-12-13,397.01,443.17,1827.54,1036.12,415819
AAPL,2024-01-26,660.97,1970.11,335.0,745.78,257373
META,2024-01-28,1804.92,1884.72,862.17,1382.09,993228
AMZN,2024-04-29,1249.51,805.09,1453.63,858.23,273610
MSFT,2024-06-21,263.4,867.58,1881.54,687.06,797572
META,2024-05-02,247.77,1933.32,1154.12,186.02,138025
NFLX,2024-02-15,332.42,2024.37,1078.38,1941.41,59972
NVDA,2024-02-15,1331.52,1796.59,1159.35,1075.56,114666
AMZN,2024-09-29,1154.96,930.56,209.52,1179.04,772260
META,2024-11-22,552.23,1992.72,1975.69,79.91,4490
AAPL,2024-06-18,1522.12,1803.04,223.6,891.36,553499
META,2024-12-10,538.58,1307.59,907.67,992.21,595787
AAPL,2024-03-07,441.87,1690.7,1377.56,405.47,710680
TSLA,2024-09-01,1398.88,1909.18,96.8,1659.49,338215
NVDA,2024-01-28,644.99,894.3,1853.61,1019.25,408828
NVDA,2024-01-13,1504.81,841.82,233.46,487.41,10085
AAPL,2023-12-27,419.58,1948.76,1103.26,1355.75,564955
MSFT,2024-01-18,738.46,1659.44,1338.47,1689.49,885789
GOOGL,2024-04-16,1670.24,364.86,364.29,1153.33,743694
MSFT,2024-11-17,1546.48,1857.17,777.65,204.96,763151
META,2024-02-17,1615.79,1746.98,560.94,1880.35,561664
NVDA,2024-07-08,1742.52,996.95,1661.73,316.1,183164
NFLX,2024-07-31,1742.15,255.65,756.75,1714.04,662564
AAPL,2024-07-15,1979.72,1331.1,717.15,1355.94,396403
META,2024-09-16,73.6,1073.8,654.04,360.28,552951
NVDA,2024-01-11,1011.9,1078.52,820.13,881.63,21983
AAPL,2024-04-18,1466.96,661.85,180.71,1459.44,824390
GOOGL,2024-07-29,215.11,480.05,194.17,1821.58,596065
NVDA,2024-06-14,1717.68,223.26,1488.49,1413.82,815087
AAPL,2024-12-01,360.96,1265.79,1792.9,611.86,980508
META,2024-05-26,535.08,1143.41,1530.72,1828.41,39751
MSFT,2024-07-14,654.6,685.13,317.83,1640.95,524120
NVDA,2024-11-05,114.24,1310.3,1335.71,1372.48,976329
MSFT,2024-03-08,1116.08,1517.35,279.29,53.75,259483
NVDA,2024-08-14,1949.88,1342.94,575.19,912.75,995269
MSFT,2024-04-15,140.9,443.57,1197.23,327.46,473505
GOOGL,2024-05-02,1205.07,500.97,991.61,1514.36,96139
TSLA,2024-07-20,963.26,130.05,1859.67,325.57,576224
NVDA,2024-06-14,337.37,276.5,951.63,934.86,817042
TSLA,2024-04-30,854.66,950.39,1918.23,1840.83,860674
AAPL,2024-02-03,1395.08,288.33,587.15,1895.02,794608
META,2023-12-23,1935.79,1699.03,1852.56,49.35,502127
NVDA,2024-04-14,666.78,1537.99,672.85,949.82,280986
META,2024-03-11,1741.0,975.06,841.39,925.15,208537
TSLA,2024-05-27,1894.02,1492.07,1394.45,1400.59,907173
TSLA,2024-09-27,301.99,1561.59,1762.52,129.39,948247
NFLX,2024-11-04,1106.15,1827.29,1577.4,1368.87,699125
NVDA,2024-07-02,356.79,1599.76,1859.52,1568.18,75138
MSFT,2024-08-28,698.23,796.86,1803.37,1664.71,765294
MSFT,2024-12-08,1318.38,604.5,880.68,405.39,420678
META,2024-12-14,116.73,179.17,1495.48,1964.1,921239
NFLX,2024-09-26,1080.76,1972.82,530.47,1773.25,554070
NFLX,2024-05-24,58.1,1168.07,1123.43,1503.36,177954
TSLA,2024-02-03,701.4,1074.64,1085.73,1684.45,424329
MSFT,2024-07-15,577.88,593.61,1872.71,1739.42,201054
GOOGL,2024-11-02,252.3,106.08,1406.88,463.96,569666
META,2024-02-21,436.49,1502.26,1697.87,98.62,777005
NFLX,2024-08-16,605.71,1545.74,1161.94,1051.09,759668
META,2024-12-12,1354.07,1602.72,1230.88,821.21,707741
TSLA,2024-01-02,268.56,1848.31,1331.97,1110.95,793137
GOOGL,2024-08-22,131.93,671.92,832.9,216.47,460227
TSLA,2024-09-22,1238.57,464.62,1140.81,1707.86,725582
AAPL,2024-06-02,246.84,902.23,1655.66,443.31,609769
GOOGL,2024-01-23,1553.26,1698.58,601.74,883.85,33824
NFLX,2024-01-11,1983.5,118.36,762.3,1198.36,134222
NFLX,2024-05-11,1265.19,1696.98,427.32,169.21,870866
TSLA,2024-03-16,1725.15,517.45,1599.95,1652.71,390635
MSFT,2024-11-29,1196.16,1101.77,396.01,690.54,727779
NFLX,2024-07-23,350.71,165.31,1522.14,1640.22,273726
NVDA,2024-06-11,965.93,1893.8,698.93,471.76,187123
AMZN,2024-08-15,1166.65,527.72,121.7,1180.37,42750
NFLX,2024-09-20,1557.95,1923.44,783.8,1903.65,352720
MSFT,2024-09-28,1351.14,644.98,1233.16,943.52,985311
META,2024-06-03,204.17,1735.0,501.91,1347.43,318304
META,2024-02-10,80.17,1618.1,1965.23,398.27,527604
AMZN,2024-05-14,462.42,1498.23,1109.25,658.36,989729
NFLX,2024-04-28,1112.22,1482.71,1946.9,1356.36,411462
NFLX,2024-06-09,157.56,182.4,1775.65,877.21,577990
AAPL,2024-09-26,1086.6,243.32,1203.02,567.85,216094
AMZN,2024-06-03,1774.11,907.16,1334.08,861.7,124612
AMZN,2024-07-07,330.19,374.18,1323.44,445.14,868699
META,2023-12-16,1024.15,1969.77,330.14,1825.83,367324
MSFT,2024-01-25,339.16,771.03,1872.32,1600.1,168728
AAPL,2024-01-27,1818.89,1482.88,149.16,93.8,653484
NVDA,2023-12-19,445.25,565.17,1195.54,1881.65,754776
GOOGL,2024-06-13,1518.11,763.59,927.9,948.4,684232
META,2024-03-15,589.05,1102.47,350.12,1238.82,430863
AMZN,2024-03-11,335.74,1753.31,1911.82,408.88,823675
NFLX,2024-05-06,842.97,492.3,1064.13,1165.03,222402
META,2024-09-23,657.08,1159.95,421.76,86.7,637605
META,2024-01-06,722.65,1881.61,267.57,1934.86,951602
AMZN,2024-11-27,1412.5,1868.81,195.29,277.3,423101
NVDA,2024-11-11,1260.16,1845.55,1365.95,1725.63,353868
NFLX,2024-09-24,956.89,445.94,1202.58,1717.28,77085
AAPL,2024-02-26,1166.22,863.21,563.75,1466.49,90470
MSFT,2024-02-18,1091.13,1946.61,1019.04,1850.3,76424
AMZN,2024-10-11,875.35,1216.09,1480.27,926.92,206462
NVDA,2024-11-10,374.17,932.91,1416.07,1722.74,179232
TSLA,2024-05-22,87.6,463.62,550.31,1844.1,448545
META,2024-04-24,818.04,230.27,1938.51,1650.97,55884
META,2024-07-09,225.02,1514.46,1219.17,1951.02,188154
TSLA,2024-03-11,844.83,884.2,1042.3,454.11,160866
GOOGL,2024-10-04,1640.57,1770.26,1607.31,1245.9,28062
TSLA,2024-03-21,1124.93,1332.86,700.72,434.24,912284
GOOGL,2024-07-23,1738.81,333.81,1343.32,428.67,776986
NFLX,2024-10-27,1073.67,1103.41,1381.53,1290.85,55604
TSLA,2024-12-01,1883.8,199.62,406.99,1421.81,70699
META,2024-03-16,683.56,1950.98,554.53,1567.2,539542
MSFT,2024-03-23,840.61,117.63,880.36,1383.94,607135
AAPL,2024-01-06,684.01,1343.28,1370.36,1713.08,292388
TSLA,2024-05-02,346.35,1028.96,258.91,473.51,368784
NVDA,2024-02-01,1762.96,1456.15,1755.34,521.54,292157
AAPL,2024-06-18,1229.19,514.84,1178.34,649.03,15534
MSFT,2024-03-01,919.02,457.42,1343.7,1064.85,438820
META,2024-11-13,1083.05,206.69,307.43,998.2,594428
META,2024-09-06,1148.26,135.45,370.02,1753.04,843642
AMZN,2024-12-04,1886.58,426.75,42.51,237.85,217018
MSFT,2024-09-14,864.01,777.08,1085.75,1728.51,321366
GOOGL,2024-02-24,1039.04,166.82,336.23,683.24,961615
TSLA,2024-07-09,1803.62,1012.44,1547.1,1613.69,407608
AAPL,2024-01-07,1215.23,281.59,887.53,699.07,745187
AMZN,2024-06-06,861.92,1041.37,497.45,1333.73,526078
GOOGL,2024-11-05,417.69,1868.52,190.59,1101.7,20229
NFLX,2023-12-18,948.0,329.77,1634.68,1487.85,404694
GOOGL,2024-03-22,1608.6,718.99,882.93,1358.17,862906
NFLX,2024-01-07,493.78,531.99,884.88,149.52,568141
NVDA,2024-01-24,1285.72,1130.35,1296.63,276.75,747730
NVDA,2024-08-14,1510.12,943.11,844.87,775.79,383586
AMZN,2024-08-13,683.23,970.36,1163.74,1971.94,247726
GOOGL,2024-09-05,111.22,1127.39,389.79,720.36,159664
TSLA,2024-02-18,371.95,742.8,1983.23,612.01,787217
GOOGL,2024-05-29,1130.39,611.59,714.5,1561.72,518071
AAPL,2024-08-28,922.68,1536.18,1784.86,1778.23,934137
GOOGL,2024-11-04,759.29,346.15,1244.04,473.89,965658
NFLX,2024-10-16,130.29,897.33,1756.58,1804.63,225442
NFLX,2024-04-22,1268.39,93.07,1353.36,451.33,47632
NVDA,2024-09-19,1032.36,1942.2,1075.19,1447.3,21567
NFLX,2024-10-04,430.97,149.17,1518.88,660.24,537909
AMZN,2024-08-31,955.13,204.96,312.16,329.03,1819
NFLX,2024-08-31,936.46,1056.36,1125.44,60.59,519715
GOOGL,2024-10-08,799.56,1159.75,1133.92,304.99,285470
NVDA,2024-07-06,1785.13,1276.1,571.5,1585.57,90013
META,2024-08-25,185.54,1933.71,1522.04,157.01,661772
TSLA,2024-06-16,1832.26,1131.64,1586.42,1643.8,969125
NFLX,2024-07-03,1022.08,852.47,257.27,1002.75,499195
META,2024-08-19,1186.56,180.03,1840.83,1294.5,960106
AMZN,2024-02-03,558.29,666.7,1327.99,1140.81,579466
MSFT,2024-09-13,1088.67,2042.26,832.84,1514.19,686718
TSLA,2024-01-24,230.6,1462.78,1954.73,1934.28,337234
AMZN,2024-03-26,81.92,790.59,1824.89,1149.05,348556
MSFT,2024-11-14,655.65,976.87,114.43,1818.42,192690
MSFT,2024-08-02,1985.07,765.47,218.31,1424.15,824636
AMZN,2024-06-13,564.66,101.39,653.3,498.84,381166
NFLX,2024-01-03,1374.91,1043.98,1368.46,1558.26,517773
NVDA,2024-10-16,1778.02,1433.04,1554.48,585.59,583305
META,2024-01-10,1468.56,1127.64,555.43,675.3,634947
AAPL,2024-09-21,1003.63,1082.63,1515.25,420.52,114242
AAPL,2024-05-24,1311.62,950.52,784.5,1811.97,19734
AMZN,2023-12-18,333.58,606.26,1390.15,133.5,526021
NVDA,2024-07-06,1252.76,523.64,1173.76,1094.99,104499
NFLX,2024-07-07,827.83,1789.3,948.94,1280.09,49647
MSFT,2024-03-17,994.1,1514.08,774.92,1917.7,665512
MSFT,2024-03-18,513.33,657.7,970.7,810.1,970328
MSFT,2024-05-05,917.24,805.75,1785.8,337.08,89912
NVDA,2024-12-11,292.37,1517.86,1919.49,1843.02,626050
NFLX,2024-10-02,1423.08,81.57,696.86,1091.08,276087
NFLX,2024-04-19,1392.79,1983.2,1558.5,566.02,955511
NVDA,2024-01-03,1919.54,1723.83,876.97,250.27,439387
NFLX,2024-06-05,180.31,1821.23,1636.12,115.73,682905
TSLA,2024-09-08,1531.08,1715.04,509.61,1008.59,376925
MSFT,2023-12-22,1911.62,1561.73,303.53,1730.76,567434
AAPL,2024-04-09,1355.36,846.5,985.89,1377.77,303683
TSLA,2024-04-18,1670.09,1900.45,979.7,352.86,477591
TSLA,2024-02-20,1700.27,1502.21,322.34,566.3,448576
MSFT,2024-11-29,149.47,1686.75,656.63,119.79,982169
NFLX,2023-12-25,1263.0,1852.89,1686.89,1430.59,357146
AMZN,2024-07-05,1818.83,1410.23,1334.46,803.55,449112
META,2024-02-14,512.5,1873.81,1634.37,666.97,587343
AAPL,2024-04-14,649.43,314.32,715.84,86.81,823628
GOOGL,2024-11-15,733.99,910.5,811.9,1936.33,934943
NVDA,2024-01-19,1032.01,315.73,1954.75,1313.76,698551
NFLX,2024-02-17,613.93,461.11,229.45,923.76,859806
NFLX,2024-01-04,1888.03,904.14,1061.15,1032.95,46767
GOOGL,2024-03-13,560.48,1088.05,720.98,842.83,869738
GOOGL,2024-01-13,1316.17,354.96,1903.45,760.67,408356
TSLA,2024-09-21,1192.78,1783.6,574.99,575.74,910024
NVDA,2024-11-28,495.27,1532.16,1380.23,1548.63,717632
GOOGL,2024-07-06,1020.67,1688.27,1124.66,1105.53,928671
META,2024-02-16,924.27,1765.61,1725.37,1889.74,997272
NVDA,2024-05-23,619.0,1731.73,960.15,642.04,867768
META,2024-11-04,542.73,512.22,285.73,1204.5,172814
TSLA,2024-08-22,521.81,1801.14,1770.38,100.98,618064
GOOGL,2024-05-30,1871.01,1802.86,663.1,1169.49,455441
META,2024-01-25,1550.49,1179.61,65.52,1552.17,691459
META,2024-01-28,1448.82,1521.16,176.5,1786.22,296974
GOOGL,2024-01-16,897.98,1342.66,1498.47,808.77,140144
META,2024-09-03,1293.04,994.4,235.11,1831.98,156487
NVDA,2024-12-11,1036.79,958.39,1513.79,962.54,382206
NFLX,2024-08-17,849.67,350.11,1425.47,865.49,856608
MSFT,2024-01-25,1135.22,1785.17,159.69,311.49,747551
NVDA,2024-09-14,1639.0,487.7,1733.07,592.64,934724
META,2024-02-09,622.82,1174.83,671.34,1275.78,387959
MSFT,2023-12-20,1675.4,395.77,1095.7,1465.78,277912
AMZN,2024-04-04,1544.16,629.65,339.25,904.61,737374
MSFT,2023-12-19,602.77,684.94,390.75,912.76,554987
NFLX,2024-08-01,1243.96,102.69,1959.15,1234.35,986246
GOOGL,2024-09-03,326.48,1769.93,936.07,1879.68,768366
GOOGL,2024-01-20,1901.02,598.12,1470.2,1176.37,998467
NVDA,2024-07-10,631.58,1325.13,582.9,384.59,836612
AAPL,2024-09-03,454.11,1369.53,1177.43,542.11,165041
NVDA,2024-08-03,603.18,1493.26,269.73,982.26,381508
AAPL,2023-12-20,548.93,1392.29,1031.89,1944.29,183289
NVDA,2024-09-30,1985.8,333.81,1309.68,1944.29,234679
AAPL,2023-12-26,213.78,948.02,779.39,387.57,981528
TSLA,2024-01-11,962.25,851.08,308.93,1838.62,85708
TSLA,2024-08-17,547.79,141.18,999.57,1500.33,645768
AMZN,2023-12-30,1839.99,1721.2,48.33,233.01,929676
TSLA,2024-04-10,1453.73,1380.05,1217.63,1174.52,421308
META,2024-03-30,1943.24,1118.43,1165.11,1688.52,703960
AMZN,2024-04-12,911.21,197.08,696.87,442.23,895890
MSFT,2024-05-04,1866.09,1750.59,1663.91,1937.97,124510
META,2024-11-15,1304.41,1194.42,1103.28,1688.13,553099
MSFT,2024-03-18,828.71,1028.56,639.48,805.54,192566
AAPL,2024-06-27,1389.99,533.1,1048.1,1922.71,833908
GOOGL,2024-03-24,610.74,1263.08,1629.89,1840.47,130179
AAPL,2024-08-07,558.47,1179.23,166.63,473.48,954459
TSLA,2024-01-11,1104.04,496.63,1096.24,1212.11,183260
AMZN,2024-04-20,332.85,1421.91,356.39,863.04,946420
GOOGL,2024-09-05,1306.09,1549.01,996.23,966.33,838417
AMZN,2024-08-04,103.65,344.2,63.84,1844.49,288354
NVDA,2024-01-09,617.87,674.81,441.49,240.25,731001
NVDA,2024-04-22,1828.21,1800.59,1803.38,1788.82,970373
GOOGL,2024-10-09,1170.66,1403.9,1344.03,1339.19,39118
MSFT,2024-01-25,1066.29,456.18,525.14,594.08,330612
NFLX,2024-02-23,275.75,268.33,1435.47,1217.69,245130
NVDA,2024-08-03,1548.39,1741.11,600.0,1372.06,349597
GOOGL,2024-04-20,711.12,1995.76,839.62,149.98,364251
META,2024-11-18,1634.26,1417.8,794.59,653.09,974097
AMZN,2024-02-06,635.86,157.81,1329.15,493.87,390498
AMZN,2024-08-28,1960.11,1161.22,256.02,851.13,376104
GOOGL,2024-02-22,1648.72,982.06,1806.95,183.4,428067
MSFT,2024-08-20,1204.51,1023.27,1085.4,1689.83,79027
AAPL,2023-12-25,1046.74,77.82,1380.56,319.23,721720
MSFT,2024-07-05,153.25,2002.09,1439.3,1271.8,259562
AAPL,2024-05-02,748.46,949.03,788.18,1745.7,502530
AMZN,2024-08-17,1488.76,1756.15,1596.71,1441.93,997293
MSFT,2024-11-29,1971.71,1305.89,976.08,455.19,733605
AMZN,2024-08-15,778.93,226.48,34.55,1625.59,752001
META,2024-01-16,1638.29,505.76,919.67,1753.65,880273
AMZN,2024-12-03,862.41,1704.85,770.09,260.8,186678
AAPL,2024-11-27,1209.84,1574.76,1037.31,1756.41,927037
AMZN,2024-07-05,1427.71,617.85,1901.33,1308.26,471695
TSLA,2024-05-03,1332.95,1394.04,190.09,1155.98,239451
NVDA,2024-11-10,467.5,1118.04,178.88,371.4,32644
MSFT,2024-06-21,1214.61,88.12,198.92,703.82,452464
NFLX,2024-03-10,319.79,1838.67,588.21,386.99,808154
NVDA,2024-08-12,1732.91,944.91,1260.62,1465.54,206917
TSLA,2024-03-07,1341.61,1787.79,1503.65,932.76,893539
NFLX,2024-05-22,292.19,365.45,1786.77,1984.42,86376
META,2024-05-19,1847.93,1803.17,1067.75,754.92,339485
AAPL,2024-11-05,778.25,658.62,1607.64,1188.34,1746
NVDA,2024-06-02,1286.28,880.67,969.23,801.48,332863
AMZN,2024-05-03,426.82,124.46,1635.47,1371.89,781932
AAPL,2024-02-15,1550.93,1843.41,1557.76,1554.29,965618
NVDA,2024-02-08,1017.99,1536.54,1730.92,1598.51,272208
NFLX,2024-08-17,1204.89,826.97,1478.71,529.08,792255
AMZN,2024-02-26,1113.99,603.86,260.72,625.91,718042
TSLA,2024-10-23,1359.24,1389.67,570.52,834.27,87746
NVDA,2023-12-17,718.87,480.75,1727.78,1086.83,252167
NVDA,2024-01-28,920.55,1210.21,1744.34,1892.61,466862
GOOGL,2024-05-11,468.39,1986.05,1422.81,1876.87,974369
META,2024-03-17,393.71,1862.22,1250.2,190.78,24878
META,2024-01-31,938.25,807.68,354.53,999.11,832125
NVDA,2024-01-28,677.64,266.59,1034.86,1161.34,94324
GOOGL,2024-01-26,500.51,1448.51,725.28,844.48,745585
MSFT,2024-03-18,1418.72,1031.87,1810.19,1351.86,888672
AAPL,2024-08-02,1749.15,1228.19,387.36,752.29,332218
NFLX,2024-11-20,1119.22,611.0,1021.43,495.76,23427
NFLX,2024-04-27,1307.03,1706.84,843.22,1532.55,627697
NFLX,2024-09-18,473.36,1972.4,1824.61,787.87,65035
META,2024-12-04,1671.05,1074.74,1102.83,1916.53,877801
TSLA,2024-07-09,642.98,196.95,1735.7,919.28,500908
TSLA,2024-08-07,61.59,735.06,1305.51,1043.17,247334
MSFT,2024-01-22,1711.89,869.79,486.0,1957.16,587145
GOOGL,2024-07-17,165.82,831.07,1655.04,1519.16,771118
META,2024-01-23,1133.08,1139.87,245.53,1377.55,923230
AMZN,2024-06-02,1258.91,317.39,1523.56,253.34,961059
AMZN,2024-11-19,1510.39,1704.2,1476.15,1092.92,595542
GOOGL,2024-07-19,1653.08,875.23,1890.62,285.2,247338
TSLA,2024-08-30,91.32,359.47,550.69,237.66,445884
AAPL,2024-08-28,681.44,458.8,1808.5,1439.37,232393
AAPL,2024-10-14,990.39,2029.72,1605.04,1722.57,315849
META,2024-06-22,303.35,707.82,1041.06,1844.85,394343
META,2024-02-05,82.59,1223.92,1251.62,403.52,708958
MSFT,2024-05-18,1108.07,590.56,1471.98,1922.99,273498
AAPL,2024-11-27,1379.42,861.81,1319.73,637.37,589799
GOOGL,2024-05-27,1437.29,837.36,770.17,420.64,319214
AAPL,2024-03-12,1108.64,787.77,1489.11,856.53,804070
AMZN,2024-11-20,407.55,985.86,144.64,1270.84,128929
MSFT,2024-07-08,662.93,625.92,92.22,731.75,331734
MSFT,2024-06-29,1014.49,1935.56,1656.03,1400.11,189287
NFLX,2024-02-01,1641.39,784.78,1595.64,1510.92,569195
MSFT,2024-05-15,1355.37,1827.5,1606.62,1230.32,745073
META,2024-08-01,560.67,235.19,1005.93,588.53,829058
MSFT,2024-11-16,608.84,1275.22,710.26,312.26,227875
AMZN,2024-12-11,1630.38,649.58,1631.05,379.29,503511
AAPL,2024-01-27,1283.2,1978.53,564.75,1744.88,424679
META,2023-12-30,1119.34,1320.67,1063.26,1209.93,923117
NVDA,2024-01-30,280.74,1242.09,187.48,1947.97,916885
GOOGL,2024-02-13,921.81,567.16,368.06,1161.82,33337
GOOGL,2024-11-06,1695.25,445.75,234.25,1364.58,568017
TSLA,2024-01-20,669.24,1642.2,397.44,173.01,322131
GOOGL,2024-10-03,852.11,1443.14,152.86,888.13,346814
NVDA,2024-06-06,512.2,1485.61,1101.46,1558.0,580998
GOOGL,2024-06-20,172.22,1158.01,548.21,619.42,87536
TSLA,2024-08-07,218.52,618.38,1738.69,460.91,953908
GOOGL,2023-12-20,448.45,1328.58,1189.45,486.81,338664
MSFT,2024-10-12,990.6,892.81,309.84,424.88,305268
GOOGL,2024-04-05,1952.09,1147.17,44.67,111.03,573098
NFLX,2024-10-01,1516.78,204.51,1587.7,638.15,721023
TSLA,2024-08-14,1291.6,180.01,1228.4,1310.51,925745
AMZN,2023-12-15,460.13,1492.69,259.6,1725.3,654239
GOOGL,2024-06-19,1185.38,1586.27,1817.09,1013.22,635962
NVDA,2024-04-11,1977.99,175.77,1224.78,1273.1,989612
AAPL,2024-12-09,1962.07,1095.06,589.61,335.45,709276
MSFT,2024-08-17,1235.29,206.21,1316.56,1671.43,534237
GOOGL,2024-08-18,1605.75,143.8,471.4,1693.17,279109
AMZN,2024-12-07,1676.76,365.45,49.16,1654.47,276447
META,2024-06-05,320.78,541.84,1745.22,1409.86,808395
AMZN,2024-06-21,1993.52,1991.19,1553.42,1863.33,793521
AAPL,2024-05-11,741.93,957.83,1522.99,615.38,367490
TSLA,2024-02-03,1094.66,1029.17,174.25,318.19,436867
GOOGL,2024-02-27,1080.48,839.0,1683.8,1307.04,546567
MSFT,2024-04-02,433.35,1479.98,1420.2,824.6,273015
META,2024-01-31,884.86,1726.42,839.08,121.71,78045
NFLX,2024-08-23,963.69,773.57,1744.73,1504.2,900014
AAPL,2024-05-25,334.33,737.09,241.1,655.41,748820
AMZN,2024-09-04,1081.03,742.84,710.14,1940.96,866741
AAPL,2024-02-12,1716.97,1001.52,1484.51,1144.79,274077
AAPL,2024-05-02,1372.9,1175.43,1215.18,1710.78,920027
NVDA,2024-11-29,976.0,1568.71,1671.17,690.39,696424
META,2024-01-06,1801.34,1806.1,832.39,1627.96,8666
AAPL,2024-05-22,456.24,170.1,800.05,1344.11,482640
NFLX,2024-04-16,1395.5,199.49,1207.26,1488.16,753940
AMZN,2024-03-10,412.81,1065.47,45.41,1304.84,973853
AMZN,2024-03-05,845.23,1140.09,301.83,865.25,551364
TSLA,2024-03-07,650.41,502.07,427.53,1351.94,589097
NVDA,2024-08-18,1916.33,2013.03,544.52,1867.85,636460
MSFT,2024-09-29,317.42,109.0,345.94,674.13,454349
META,2024-10-28,889.16,1501.69,1696.51,1442.97,891017
META,2024-09-05,1553.81,1612.32,600.56,896.65,615445
TSLA,2024-08-02,1974.97,1260.87,1442.56,668.22,507083
GOOGL,2024-05-03,1128.94,809.18,864.42,293.54,614399
META,2024-03-15,1120.01,1059.0,1737.95,1338.61,416180
MSFT,2024-08-10,1801.72,1919.53,984.5,1241.9,94075
GOOGL,2024-03-26,285.86,1913.07,996.0,656.56,994666
AAPL,2024-04-20,386.97,739.2,733.15,1756.7,936285
NFLX,2024-10-06,377.83,1932.09,1886.07,223.51,466529
MSFT,2024-11-22,1930.69,952.52,765.91,984.67,565178
AMZN,2024-09-30,528.43,989.48,1817.0,673.53,380581
META,2024-04-23,858.69,1574.8,1168.48,226.21,802665
AMZN,2024-07-11,1002.95,1819.35,1860.14,276.05,137990
AAPL,2024-09-19,763.21,1082.01,883.46,676.84,49821
NVDA,2024-07-18,1256.94,1945.22,617.92,539.66,230047
TSLA,2024-11-27,1159.1,137.78,624.39,319.09,753384
NVDA,2024-10-14,444.76,1996.87,1827.43,1257.93,849235
META,2024-09-29,1455.89,202.93,1319.98,225.62,417011
TSLA,2024-01-28,252.01,655.43,738.82,1586.63,907392
AMZN,2024-10-05,263.92,1406.93,1613.8,619.46,584502
TSLA,2024-06-18,1334.26,907.53,273.85,538.5,832973
TSLA,2024-02-14,1748.36,922.37,1490.77,1683.18,459065
NVDA,2024-04-27,1592.46,104.19,1735.12,1515.87,440853
AAPL,2024-11-04,1711.62,881.23,1963.43,520.08,259510
NFLX,2024-11-08,633.62,1259.06,166.08,122.04,182845
TSLA,2024-05-23,608.03,784.08,636.46,228.11,503508
GOOGL,2024-02-28,1803.06,1519.81,659.79,1411.23,799024
NVDA,2024-03-10,1116.41,588.89,1540.12,137.19,410775
NVDA,2024-04-14,759.05,1560.22,937.14,245.76,391508
MSFT,2024-03-02,1899.36,1911.9,649.47,1566.39,166036
TSLA,2023-12-21,1371.68,633.66,1524.31,1398.57,535531
GOOGL,2024-10-03,193.48,1363.41,858.89,1254.7,119792
GOOGL,2024-12-04,559.37,312.88,1666.91,1786.01,440939
GOOGL,2024-08-03,516.89,1699.21,1834.38,1120.03,155491
AAPL,2024-11-01,1801.44,106.15,66.46,673.86,912613
GOOGL,2024-01-19,677.12,1358.34,1937.48,1784.02,713017
META,2024-12-02,147.97,93.47,1547.5,1836.77,984766
NFLX,2024-01-30,1122.11,211.57,1351.69,638.59,188123
NVDA,2024-05-09,1037.82,678.16,1112.74,216.1,861367
